CodeClient,DateCreation,SecteurCo,SecteurAct,NivSupp1,NivSupp2
12324,10/29/2018,50,FAB,G0027,
12325,10/29/2018,80,FEN,G1114,G0006
12326,10/30/2018,50,FEN,G1111,G0003
12327,10/30/2018,50,FEN,G1121,G0027
12328,10/31/2018,90,EG,,
12329,10/31/2018,80,EG,G1133,G0069
12330,10/31/2018,40,FEN,,
12331,10/31/2018,50,DIVERS,,
12332,11/2/2018,80,FP,,
12333,11/5/2018,90,EG,,
12334,11/5/2018,50,FEN,G1113,G0010
12335,11/5/2018,80,N,G1012,G1137
12336,11/6/2018,70,N,G1123,G0030
12337,11/6/2018,50,FAB,,
12338,11/7/2018,50,FAB,,
12339,11/7/2018,40,FEN,,
12340,11/8/2018,50,FAB,,
12341,11/8/2018,50,N,G1122,G0036
12342,11/9/2018,50,FAB,,
12343,11/11/2018,80,N,,
12344,11/12/2018,40,FEN,,
12345,11/12/2018,80,FEN,,
12346,11/12/2018,40,FEN,,
12347,11/13/2018,80,FAB,,
12348,11/13/2018,50,FEN,,
12349,11/13/2018,80,FEN,,
12350,11/14/2018,90,EG,,
12351,11/14/2018,50,FAB,,
12352,11/14/2018,50,FEN,G1111,G0003
12353,11/14/2018,50,FAB,,
12354,11/15/2018,50,FAB,G1132,G0057
12355,11/16/2018,70,EG,,
12356,11/16/2018,40,N,G1130,G0067
12357,11/16/2018,50,FAB,,
12358,11/16/2018,40,N,G1012,G1137
12359,11/16/2018,80,N,G1011,G0002
12360,11/16/2018,50,FAB,,
12361,11/19/2018,90,FEN,,
12362,11/19/2018,90,EG,,
12363,11/19/2018,70,EG,,
12364,11/19/2018,80,N,G1083,G0052
12365,11/19/2018,40,EG,,
12366,11/19/2018,50,FEN,,
12367,11/20/2018,40,FEN,,
12368,11/21/2018,40,FEN,,
12369,11/21/2018,50,FEN,G1121,G0027
12370,11/22/2018,40,N,G1011,G0002
12371,11/22/2018,80,N,,
12372,11/22/2018,40,FEN,,
12373,11/22/2018,40,FEN,,
12374,11/23/2018,40,FEN,,
12375,11/23/2018,70,EG,,
12376,11/23/2018,40,FEN,,
12377,11/23/2018,80,FEN,,
12378,11/23/2018,80,EG,,
12379,11/23/2018,80,FAB,,
12380,11/26/2018,40,FEN,,
12381,11/26/2018,50,FEN,,
12382,11/26/2018,50,FEN,,
12383,11/26/2018,2,DIVERS,,
12384,11/27/2018,50,FEN,G1114,G0006
12385,11/27/2018,40,N,,
12386,11/27/2018,80,FEN,,
12387,11/28/2018,80,FEN,,
12388,11/28/2018,50,FAB,,
12389,11/28/2018,50,FAB,,
12390,11/28/2018,90,FEN,,
12391,11/28/2018,70,FEN,,
12392,11/28/2018,50,FEN,G1132,G0057
12393,11/28/2018,80,FEN,,
12394,11/29/2018,80,N,G1083,G0052
12395,11/29/2018,80,FEN,G1072,G0042
12396,11/29/2018,40,FEN,G1051,G1052
12397,11/30/2018,90,N,G1078,G0052
12398,11/30/2018,50,FEN,,
12399,11/30/2018,80,FEN,,
12400,11/30/2018,50,FEN,G0036,
12401,12/3/2018,80,FEN,,
12402,12/4/2018,80,FEN,,
12403,12/4/2018,50,FEN,,
12404,12/5/2018,50,FAB,,
12405,12/5/2018,50,FEN,G1114,G0006
12406,12/5/2018,40,FEN,,
12407,12/6/2018,40,FEN,,
12408,12/6/2018,70,FEN,,
12409,12/6/2018,40,FEN,,
12410,12/6/2018,90,FEN,,
12411,12/6/2018,80,N,,
12412,12/6/2018,40,FEN,,
12413,12/7/2018,50,FAB,,
12414,12/10/2018,40,EG,,
12415,12/11/2018,40,DIVERS,,
12416,12/11/2018,50,FAB,,
12417,12/11/2018,40,FEN,,
12418,12/11/2018,90,FEN,,
12419,12/12/2018,50,FAB,,
12420,12/13/2018,50,DIVERS,,
12421,12/13/2018,50,FEN,,
12422,12/13/2018,80,FEN,,
12423,12/13/2018,50,FEN,G1132,G0057
12424,12/13/2018,50,FEN,,
12425,12/13/2018,50,FEN,G1111,G0003
12426,12/14/2018,80,N,G1037,G0061
12427,12/14/2018,80,FEN,,
12428,12/14/2018,80,FEN,,
12429,12/14/2018,80,N,G1037,G0061
12430,12/14/2018,80,N,,
12431,12/14/2018,80,FAB,,
12432,12/17/2018,70,FEN,,
12433,12/17/2018,70,EG,,
12434,12/17/2018,80,FEN,,
12435,12/17/2018,80,N,g1126,G0046
12436,12/17/2018,90,FEN,,
12437,12/18/2018,0,DIVERS,,
12438,12/18/2018,40,FEN,,
12439,12/18/2018,1,FEN,,
12440,12/18/2018,50,FEN,,
12441,12/19/2018,50,FAB,,
12442,12/19/2018,50,FEN,,
12443,12/19/2018,50,FEN,,
12444,12/19/2018,50,N,G1113,G0010
12445,12/20/2018,40,FEN,,
12446,12/20/2018,50,EG,G1132,G0057
12447,12/20/2018,50,FAB,,
12448,12/20/2018,50,FAB,,
12449,12/20/2018,50,N,G1130,G0067
12450,12/20/2018,50,FEN,,
12451,12/21/2018,40,FEN,,
12452,12/21/2018,90,FEN,,
12453,12/21/2018,50,FAB,,
12454,12/21/2018,80,FEN,,
12455,1/3/2019,70,EG,,
12456,1/3/2019,80,N,G1097,G0014
12457,1/3/2019,80,N,,
12458,1/7/2019,40,N,G1138,G0002
12459,1/7/2019,80,FEN,,
12460,1/7/2019,80,N,G1037,G0061
12461,1/8/2019,50,FEN,,
12462,1/8/2019,70,FEN,,
12463,1/9/2019,50,N,G1012,G1137
12464,1/9/2019,50,FEN,,
12465,1/10/2019,50,N,G1089,G0038
12466,1/10/2019,90,FEN,,
12467,1/10/2019,80,N,G1108,G1016
12468,1/11/2019,50,FAB,,
12469,1/11/2019,50,FAB,,
12470,1/11/2019,80,N,,
12471,1/14/2019,40,FAB,,
12472,1/14/2019,40,FEN,,
12473,1/15/2019,50,FEN,,
12474,1/15/2019,40,FEN,,
12475,1/16/2019,40,FEN,,
12476,1/16/2019,40,FEN,,
12477,1/17/2019,40,EG,,
12478,1/17/2019,40,FEN,,
12479,1/17/2019,80,FEN,,
12480,1/17/2019,90,EG,,
12481,1/18/2019,80,FEN,G1130,G0067
12482,1/21/2019,70,FEN,G1113,G0010
12483,1/22/2019,90,FEN,,
12484,1/22/2019,90,FEN,,
12485,1/22/2019,40,N,G0058,
12486,1/22/2019,70,FEN,,
12487,1/22/2019,50,FEN,,
12488,1/23/2019,50,FAB,,
12489,1/23/2019,80,FEN,G1114,G0006
12490,1/24/2019,40,FEN,,
12491,1/24/2019,50,FEN,G1132,G0057
12492,1/24/2019,50,FAB,,
12493,1/24/2019,50,FEN,,
12494,1/24/2019,50,FEN,,
12495,1/25/2019,50,FEN,G1089,G0038
12496,1/30/2019,70,FEN,,
12497,1/30/2019,70,FAB,,
12498,1/30/2019,40,FEN,G1060,G0014
12499,2/1/2019,70,EG,,
12500,2/1/2019,91,FAB,,
12501,2/4/2019,90,FEN,,
12502,2/4/2019,70,FEN,,
12503,2/4/2019,90,N,,
12504,2/4/2019,50,N,G1082,G0052
12505,2/4/2019,40,FEN,,
12506,2/4/2019,80,N,,
12507,2/4/2019,40,FEN,G0006,
12508,2/5/2019,80,N,G1108,G1016
12509,2/5/2019,40,EG,,
12510,2/5/2019,90,EG,,
12511,2/5/2019,80,FEN,,
12512,2/6/2019,40,FEN,,
12513,2/6/2019,80,N,G1133,G0069
12514,2/6/2019,50,FEN,,
12515,2/7/2019,80,FEN,,
12516,2/7/2019,40,FEN,,
12517,2/8/2019,50,FAB,,
12518,2/8/2019,70,FAB,,
12519,2/8/2019,50,FAB,,
12520,2/8/2019,50,FEN,,
12521,2/11/2019,80,N,,
12522,2/11/2019,70,N,G1037,G0061
12523,2/12/2019,92,FEN,,
12524,2/12/2019,50,N,G1113,G0010
12525,2/12/2019,50,FEN,G1114,G0006
12526,2/13/2019,40,FEN,,
12527,2/13/2019,50,N,G1135,G0070
12528,2/13/2019,40,FEN,,
12529,2/14/2019,50,FAB,,
12530,2/15/2019,70,FEN,,
12531,2/15/2019,50,FEN,,
12532,2/15/2019,80,N,G1032,G0014
12533,2/18/2019,40,FEN,,
12534,2/18/2019,80,EG,,
12535,2/18/2019,70,N,G1089,G0038
12536,2/18/2019,70,FEN,,
12537,2/19/2019,40,FEN,,
12538,2/19/2019,80,EG,G1037,G0061
12539,2/19/2019,50,FEN,,
12540,2/19/2019,50,FAB,,
12541,2/19/2019,80,FAB,,
12542,2/20/2019,50,FEN,,
12543,2/20/2019,50,FAB,,
12544,2/20/2019,70,FEN,,
12545,2/20/2019,40,N,G1012,G1137
12546,2/21/2019,40,FEN,,
12547,2/21/2019,70,N,G1111,G0003
12548,2/21/2019,80,FEN,,
12549,2/25/2019,50,N,,
12550,2/25/2019,80,FAB,,
12551,2/25/2019,40,N,,
12552,2/25/2019,80,FAB,,
12553,2/25/2019,80,N,,
12554,2/25/2019,40,EG,G1132,G0057
12555,2/25/2019,40,DIVERS,,
12556,2/25/2019,40,FEN,,
12557,2/26/2019,40,FEN,,
12558,2/26/2019,80,FAB,,
12559,2/26/2019,80,FEN,,
12560,2/26/2019,91,FAB,,
12561,2/27/2019,80,FEN,,
12562,2/27/2019,70,FEN,,
12563,2/27/2019,50,FEN,,
12564,2/28/2019,80,FEN,G1135,G0070
12565,2/28/2019,70,FEN,,
12566,2/28/2019,50,FAB,,
12567,2/28/2019,50,FEN,G1132,G0057
12568,3/1/2019,50,FAB,,
12569,3/1/2019,50,FAB,,
12570,3/4/2019,70,N,G1037,G0061
12571,3/4/2019,40,EG,,
12572,3/4/2019,80,N,,
12573,3/6/2019,50,FEN,,
12574,3/6/2019,40,EG,,
12575,3/6/2019,50,EG,,
12576,3/6/2019,70,EG,,
12577,3/7/2019,80,FAB,,
12578,3/7/2019,50,FAB,,
12579,3/8/2019,70,EG,,
12580,3/8/2019,50,FEN,G1139,G0071
12581,3/8/2019,50,FAB,,
12582,3/11/2019,70,FEN,,
12583,3/11/2019,90,FAB,,
12584,3/12/2019,40,EG,,
12585,3/12/2019,80,FEN,,
12586,3/12/2019,80,N,,
12587,3/13/2019,50,EG,,
12588,3/13/2019,50,FEN,,
12589,3/13/2019,50,FAB,,
12590,3/14/2019,80,FEN,,
12591,3/14/2019,80,FEN,,
12592,3/14/2019,50,FEN,G1122,G0036
12593,3/15/2019,70,EG,,
12594,3/15/2019,70,FEN,G1134,G0063
12595,3/15/2019,50,FAB,,
12596,3/15/2019,50,FAB,,
12597,3/18/2019,70,EG,,
12598,3/18/2019,50,EG,,
12599,3/19/2019,40,N,,
12600,3/19/2019,80,N,G1128,G0049
12601,3/19/2019,50,FAB,,
12602,3/20/2019,50,EG,,
12603,3/21/2019,50,FEN,,
12604,3/25/2019,80,FEN,,
12605,3/25/2019,70,FEN,,
12606,3/25/2019,40,EG,,
12607,3/26/2019,80,FAB,,
12608,3/26/2019,50,FAB,,
12609,3/26/2019,80,FEN,G1060,G0014
12610,3/26/2019,80,FEN,G1114,G0006
12611,3/27/2019,80,FEN,G1133,G0069
12612,3/28/2019,40,N,g1075,G0052
12613,4/1/2019,80,FEN,,
12614,4/1/2019,80,N,,
12615,4/2/2019,50,FEN,,
12616,4/2/2019,50,N,G1037,G0061
12617,4/2/2019,50,FEN,,
12618,4/3/2019,50,FAB,,
12619,4/3/2019,50,FEN,,
12620,4/4/2019,50,FEN,,
12621,4/4/2019,50,FEN,,
12622,4/4/2019,50,FEN,,
12623,4/8/2019,80,N,G1114,G0006
12624,4/9/2019,90,EG,,
12625,4/9/2019,50,N,G1037,G0061
12626,4/9/2019,50,FEN,,
12627,4/9/2019,50,FAB,,
12628,4/9/2019,50,FAB,,
12629,4/9/2019,50,FEN,,
12630,4/10/2019,50,FEN,,
12631,4/10/2019,50,FAB,,
12632,4/11/2019,50,FEN,,
12633,4/11/2019,50,FEN,G1132,G0057
12634,4/12/2019,92,EG,,
12635,4/12/2019,80,FEN,,
12636,4/12/2019,80,FAB,,
12637,4/15/2019,50,FEN,,
12638,4/17/2019,40,FEN,,
12639,4/17/2019,50,FAB,,
12640,4/17/2019,70,FAB,,
12641,4/17/2019,50,FAB,,
12642,4/17/2019,50,FEN,,
12643,4/18/2019,50,FAB,,
12644,4/18/2019,50,FAB,,
12645,4/19/2019,80,FEN,,
12646,4/19/2019,80,FEN,G1051,G1052
12647,4/19/2019,80,FEN,,
12648,4/23/2019,40,FAB,,
12649,4/23/2019,40,FEN,G0036,
12650,4/24/2019,50,FEN,,
12651,4/24/2019,50,FAB,,
12652,4/25/2019,50,FEN,,
12653,4/25/2019,50,FAB,,
12654,4/26/2019,40,FEN,,
12655,4/26/2019,70,EG,,
12656,4/30/2019,70,EG,,
12657,4/30/2019,50,FEN,,
12658,4/30/2019,50,FAB,,
12659,5/2/2019,50,FEN,G0001,
12660,5/2/2019,10,N,G1056,G0014
12661,5/3/2019,80,FAB,,
12662,5/3/2019,50,FEN,G1122,G0036
12663,5/3/2019,70,FEN,,
12664,5/3/2019,50,FAB,,
12665,5/6/2019,50,FAB,,
12666,5/6/2019,50,FEN,G1132,G0057
12667,5/6/2019,50,FAB,,
12668,5/7/2019,40,FEN,,
12669,5/7/2019,80,FEN,,
12670,5/9/2019,50,FEN,,
12671,5/9/2019,50,N,G1098,G0001
12672,5/9/2019,80,FEN,,
12673,5/9/2019,80,FEN,,
12674,5/9/2019,50,FAB,,
12675,5/9/2019,50,FEN,,
12676,5/9/2019,50,FEN,,
12677,5/10/2019,50,FAB,,
12678,5/13/2019,40,FAB,,
12679,5/13/2019,40,FEN,,
12680,5/13/2019,40,FEN,,
12681,5/14/2019,50,FEN,G1139,G0071
12682,5/14/2019,50,FAB,,
12683,5/15/2019,50,FEN,,
12684,5/15/2019,50,FEN,,
12685,5/16/2019,80,EG,,
12686,5/16/2019,90,EG,,
12687,5/17/2019,50,FEN,,
12688,5/17/2019,50,FEN,,
12689,5/17/2019,40,N,,
12690,5/20/2019,90,N,G1134,G0063
12691,5/20/2019,40,EG,,
12692,5/20/2019,50,FAB,,
12693,5/21/2019,50,FAB,,
12694,5/22/2019,50,FAB,,
12695,5/23/2019,50,FAB,,
12696,5/23/2019,50,FEN,,
12697,5/23/2019,50,FAB,,
12698,5/24/2019,50,FAB,G1139,G0071
12699,5/27/2019,40,FEN,,
12700,5/27/2019,40,FEN,,
12701,5/27/2019,80,FAB,,
12702,5/27/2019,80,FEN,,
12703,5/28/2019,50,FAB,,
12704,5/29/2019,40,FEN,G0036,
12705,5/29/2019,80,FEN,G0036,
12706,5/29/2019,80,FEN,,
12707,5/29/2019,40,EG,,
12708,5/29/2019,50,FAB,,
12709,6/4/2019,90,N,,
12710,6/4/2019,40,FEN,,
12711,6/5/2019,80,N,,
12712,6/5/2019,70,FEN,,
12713,6/5/2019,92,EG,,
12714,6/5/2019,80,EG,,
12715,6/5/2019,90,EG,,
12716,6/5/2019,80,FEN,,
12717,6/5/2019,80,FEN,,
12718,6/5/2019,80,FEN,,
12719,6/5/2019,50,FEN,,
12720,6/6/2019,50,EG,,
12721,6/7/2019,80,FEN,,
12722,6/11/2019,70,EG,,
12723,6/11/2019,50,FAB,,
12724,6/11/2019,50,FEN,G1111,G0003
12725,6/11/2019,50,FEN,G1130,G0067
12726,6/11/2019,50,FEN,,
12727,6/11/2019,40,FEN,,
12728,6/11/2019,40,FEN,,
12729,6/11/2019,40,FEN,,
12730,6/12/2019,40,FAB,,
12731,6/12/2019,80,N,G1058,G0052
12732,6/12/2019,50,FP,,
12733,6/12/2019,50,FAB,,
12734,6/12/2019,40,FEN,,
12735,6/12/2019,40,FEN,,
12736,6/13/2019,80,FAB,,
12737,6/13/2019,50,FAB,G1122,G0036
12738,6/13/2019,50,FEN,,
12739,6/14/2019,50,FEN,,
12740,6/14/2019,50,FEN,,
12741,6/17/2019,50,FEN,,
12742,6/17/2019,70,FEN,,
12743,6/18/2019,80,FAB,,
12744,6/18/2019,50,FAB,,
12745,6/19/2019,50,FEN,,
12746,6/19/2019,50,FEN,,
12747,6/19/2019,50,EG,,
12748,6/19/2019,80,N,G1012,G1137
12749,6/19/2019,80,FEN,,
12750,6/19/2019,50,FEN,,
12751,6/20/2019,90,EG,,
12752,6/20/2019,80,FEN,,
12753,6/20/2019,92,EG,,
12754,6/24/2019,40,FEN,,
12755,6/24/2019,80,FEN,,
12756,6/24/2019,80,FEN,,
12757,6/25/2019,80,EG,G1033,G0053
12758,6/25/2019,40,EG,,
12759,6/25/2019,50,FEN,,
12760,6/25/2019,90,N,G1078,G0052
12761,6/25/2019,80,FEN,,
12762,6/25/2019,50,FEN,,
12763,6/25/2019,50,DIVERS,,
12764,6/26/2019,70,FEN,,
12765,6/26/2019,90,EG,,
12766,6/26/2019,70,FEN,,
12767,6/26/2019,50,FEN,,
12768,6/27/2019,50,EG,,
12769,6/27/2019,50,FEN,,
12770,6/28/2019,90,FEN,,
12771,6/28/2019,50,FEN,G0003,
12772,6/28/2019,80,FEN,,
12773,7/1/2019,40,FEN,,
12774,7/2/2019,50,FEN,,
12775,7/2/2019,80,FEN,,
12776,7/3/2019,50,N,G1012,G1137
12777,7/3/2019,50,FEN,G1117,G0013
12778,7/3/2019,1,FEN,,
12779,7/3/2019,50,FEN,,
12780,7/4/2019,50,FEN,,
12781,7/4/2019,40,FAB,,
12782,7/4/2019,40,N,G1037,G0061
12783,7/4/2019,40,FEN,,
12784,7/5/2019,40,FAB,,
12785,7/5/2019,40,FAB,,
12786,7/5/2019,80,FEN,,
12787,7/5/2019,40,FEN,,
12788,7/5/2019,80,FEN,,
12789,7/5/2019,80,N,,
12790,7/8/2019,50,FEN,G1051,G1052
12791,7/9/2019,50,FEN,,
12792,7/9/2019,50,FEN,,
12793,7/9/2019,50,EG,,
12794,7/9/2019,80,FEN,,
12795,7/9/2019,80,FEN,,
12796,7/9/2019,80,FAB,,
12797,7/10/2019,80,GSB,,
12798,7/11/2019,50,FEN,,
12799,7/11/2019,80,FEN,,
12800,7/12/2019,50,FEN,G1121,G0027
12801,7/12/2019,50,FEN,,
12802,7/12/2019,80,FEN,,
12803,7/15/2019,90,FEN,,
12804,7/15/2019,40,FEN,,
12805,7/15/2019,70,FAB,,
12806,7/16/2019,50,N,G1012,G1137
12807,7/16/2019,50,FAB,G1122,G0036
12808,7/17/2019,50,FEN,,
12809,7/17/2019,50,FEN,,
12810,7/18/2019,90,FEN,,
12811,7/18/2019,40,FEN,G1097,G0014
12812,7/18/2019,70,FEN,G1051,G1052
12813,7/18/2019,50,FEN,G1130,G0067
12814,7/18/2019,50,FEN,,
12815,7/18/2019,50,FEN,G1139,G0071
12816,7/18/2019,40,FEN,,
12817,7/18/2019,40,,,
12818,7/18/2019,40,N,G1131,G0058
12819,7/19/2019,40,FEN,,
12820,7/19/2019,50,FAB,,
12821,7/19/2019,80,FEN,,
12822,7/19/2019,80,FEN,,
12823,7/19/2019,40,FEN,,
12824,7/19/2019,40,FAB,,
12825,7/19/2019,40,GSB,,
12826,7/19/2019,91,FAB,,
12827,7/19/2019,40,FEN,,
12828,7/19/2019,40,FEN,,
12829,7/22/2019,40,FEN,,
12830,7/22/2019,80,N,,
12831,7/22/2019,80,FEN,,
12832,7/22/2019,40,FEN,G1051,G1052
12833,7/22/2019,80,FEN,,
12834,7/23/2019,50,FEN,,
12835,7/23/2019,40,FEN,,
12836,7/24/2019,80,N,G1056,G0014
12837,7/24/2019,50,FEN,,
12838,7/25/2019,50,FEN,,
12839,7/25/2019,50,FAB,,
12840,7/29/2019,70,N,G1037,G0061
12841,7/29/2019,50,EG,,
12842,7/29/2019,40,FEN,,
12843,7/29/2019,90,EG,,
12844,7/29/2019,40,FEN,,
12845,7/30/2019,50,FAB,,
12846,7/30/2019,50,FAB,,
12847,7/30/2019,50,FAB,,
12848,8/1/2019,40,FEN,G0057,
12849,8/1/2019,40,FEN,,
12850,8/1/2019,40,N,G1037,G0061
12851,8/26/2019,50,N,G1081,G0052
12852,8/27/2019,90,N,G1134,G0063
12853,8/27/2019,90,EG,,
12854,8/27/2019,70,EG,,
12855,8/29/2019,50,FEN,G1132,G0057
12856,8/30/2019,50,N,,
12857,8/30/2019,70,FEN,,
12858,9/2/2019,40,EG,G1056,G0014
12859,9/2/2019,70,EG,,
12860,9/3/2019,50,FEN,,
12861,9/3/2019,50,FAB,,
12862,9/4/2019,80,N,G1116,G1093
12863,9/4/2019,50,FAB,,
12864,9/4/2019,50,FAB,,
12865,9/9/2019,70,EG,,
12866,9/9/2019,80,N,G1135,G0070
12867,9/10/2019,50,N,G1054,G0012
12868,9/10/2019,50,FEN,G1114,G0006
12869,9/10/2019,90,EG,,
12870,9/11/2019,70,FEN,,
12871,9/11/2019,50,FEN,,
12872,9/11/2019,50,FEN,,
12873,9/12/2019,50,FEN,,
12874,9/16/2019,80,FEN,,
12875,9/16/2019,70,FEN,,
12876,9/16/2019,40,FEN,,
12877,9/17/2019,90,FEN,,
12878,9/17/2019,50,FAB,,
12879,9/17/2019,80,N,G1104,
12880,9/17/2019,80,FEN,G1072,G0042
12881,9/18/2019,50,FEN,,
12882,9/18/2019,50,FAB,,
12883,9/18/2019,50,N,,
12884,9/18/2019,50,FAB,,
12885,9/19/2019,50,FAB,,
12886,9/19/2019,50,FAB,,
12887,9/23/2019,50,FAB,,
12888,9/23/2019,50,FEN,,
12889,9/23/2019,50,FAB,,
12890,9/23/2019,50,FEN,,
12891,9/23/2019,40,FAB,G1128,G0049
12892,9/23/2019,92,EG,,
12893,9/24/2019,90,FEN,,
12894,9/25/2019,50,FEN,,
12895,9/25/2019,50,FEN,G1051,G1052
12896,9/26/2019,0,EG,,
12897,9/26/2019,50,FAB,,
12898,9/26/2019,50,FEN,,
12899,9/27/2019,90,FEN,,
12900,10/1/2019,40,FEN,,
12901,10/1/2019,50,FAB,,
12902,10/2/2019,50,FEN,,
12903,10/3/2019,10,FP,,
12904,10/3/2019,50,FAB,,
12905,10/4/2019,40,EG,,
12906,10/4/2019,50,FEN,,
12907,10/4/2019,50,FAB,,
12908,10/4/2019,50,FEN,,
12909,10/4/2019,50,FEN,G1111,G0003
12910,10/7/2019,80,N,G1037,G0061
12911,10/7/2019,40,FEN,,
12912,10/7/2019,90,FAB,,
12913,10/8/2019,50,FAB,,
12914,10/8/2019,96,EG,,
12915,10/8/2019,50,FAB,,
12916,10/8/2019,50,FEN,G1111,G0003
12917,10/9/2019,80,FEN,,
12918,10/9/2019,50,FEN,G1011,G0002
12919,10/9/2019,50,N,,
12920,10/14/2019,50,FEN,,
12921,10/14/2019,70,FEN,,
12922,10/14/2019,70,FEN,,
12923,10/14/2019,40,FEN,,
12924,10/14/2019,50,FEN,,
12925,10/14/2019,40,N,,
12926,10/14/2019,40,FEN,,
12927,10/15/2019,40,EG,,
12928,10/15/2019,50,FEN,,
12929,10/16/2019,40,FEN,,
12930,10/16/2019,50,FEN,G1132,G0057
12931,10/17/2019,40,FEN,,
12932,10/17/2019,90,FEN,,
12933,10/18/2019,50,FEN,G1121,G0027
12934,10/22/2019,50,FEN,G1122,G0036
12935,10/22/2019,50,FEN,,
12936,10/22/2019,90,FEN,,
12937,10/22/2019,70,FEN,,
12938,10/23/2019,50,N,G1032,G0014
12939,10/23/2019,50,FEN,G1134,G0063
12940,10/23/2019,50,DIVERS,,
12941,10/24/2019,70,FEN,,
12942,10/24/2019,70,FEN,,
12943,10/25/2019,50,FAB,,
12944,10/25/2019,80,FEN,G1114,G0006
12945,10/25/2019,80,FEN,,
12946,10/25/2019,40,FEN,,
12947,10/25/2019,80,FEN,G1139,G0071
12948,10/25/2019,40,FEN,,
12949,10/28/2019,90,FP,,
12950,10/29/2019,40,FEN,G1051,G1052
12951,10/29/2019,40,FEN,,
12952,10/29/2019,80,FEN,,
12953,10/29/2019,90,FEN,,
12954,10/30/2019,50,FEN,,
12955,10/30/2019,50,FEN,,
12956,10/31/2019,70,FEN,,
12957,10/31/2019,40,FEN,,
12958,10/31/2019,50,FEN,,
12959,10/31/2019,50,FAB,,
12960,10/31/2019,50,FEN,G1134,G0063
12961,11/5/2019,70,FEN,,
12962,11/5/2019,50,FEN,,
12963,11/5/2019,40,FEN,,
12964,11/5/2019,50,FEN,,
12965,11/5/2019,50,EG,,
12966,11/6/2019,40,FEN,,
12967,11/6/2019,50,FEN,,
12968,11/6/2019,50,FEN,G1134,G0063
12969,11/7/2019,80,FEN,,
12970,11/12/2019,50,FEN,,
12971,11/12/2019,50,FAB,,
12972,11/13/2019,50,FAB,,
12973,11/13/2019,40,FEN,,
12974,11/13/2019,50,FEN,G1114,G0006
12975,11/13/2019,80,FEN,,
12976,11/13/2019,80,FEN,G1118,G1104
12977,11/13/2019,80,FEN,G1104,
12978,11/13/2019,80,EG,G1104,
12979,11/14/2019,50,FAB,,
12980,11/14/2019,40,EG,,
12981,11/14/2019,80,FEN,,
12982,11/15/2019,80,FEN,,
12983,11/18/2019,70,FEN,G1111,G0003
12984,11/18/2019,80,FEN,G1135,G0070
12985,11/18/2019,40,EG,,
12986,11/18/2019,40,FEN,,
12987,11/19/2019,80,FEN,G1114,G0006
12988,11/21/2019,40,FEN,,
12989,11/21/2019,40,FEN,,
12990,11/21/2019,50,FEN,,
12991,11/22/2019,40,EG,,
12992,11/22/2019,40,FEN,,
12993,11/27/2019,50,FEN,,
12994,11/27/2019,70,FEN,,
12995,11/27/2019,50,N,G1089,G0038
12996,11/27/2019,50,FEN,,
12997,11/27/2019,50,FEN,,
12998,11/28/2019,80,FEN,,
12999,11/28/2019,40,EG,,
13000,11/28/2019,90,FEN,,
13001,11/28/2019,50,FAB,,
13002,11/28/2019,50,FAB,,
13003,11/29/2019,80,FEN,,
13004,11/29/2019,40,FEN,,
13005,12/2/2019,70,FAB,,
13006,12/2/2019,90,FEN,,
13007,12/4/2019,80,FEN,,
13008,12/4/2019,40,FEN,G1114,G0006
13009,12/4/2019,90,FEN,,
13010,12/4/2019,50,FEN,,
13011,12/10/2019,90,FEN,,
13012,12/11/2019,91,FAB,,
13013,12/11/2019,80,FEN,,
13014,12/12/2019,70,FEN,G1114,G0006
13015,12/16/2019,70,FEN,,
13016,12/18/2019,40,FEN,,
13017,12/19/2019,92,FEN,,
13018,12/20/2019,50,FEN,,
13019,1/13/2020,50,FEN,,
13020,1/13/2020,40,FEN,,
13021,1/13/2020,70,N,,
13022,1/13/2020,50,FEN,,
13023,1/13/2020,70,FEN,,
13024,1/16/2020,80,FEN,,
13025,1/16/2020,70,N,G1089,G0038
13026,1/16/2020,40,FEN,,
13027,1/20/2020,50,FEN,,
13028,1/24/2020,50,DIVERS,,
13029,1/24/2020,50,FEN,,
13030,1/27/2020,50,FEN,,
13031,1/29/2020,90,FEN,,
13032,1/29/2020,90,FEN,,
13033,1/29/2020,80,N,G1056,G0014
13034,1/30/2020,80,FEN,,
13035,1/30/2020,70,FEN,,
13036,2/4/2020,40,N,G1085,G0038
13037,2/4/2020,40,FEN,,
13038,2/5/2020,70,FEN,,
13039,2/5/2020,40,FEN,,
13040,2/5/2020,50,FEN,,
13041,2/5/2020,40,FEN,,
13042,2/6/2020,50,FEN,G1114,G0006
13043,2/11/2020,40,FEN,,
13044,2/11/2020,40,FEN,,
13045,2/11/2020,50,N,G1037,G0061
13046,2/11/2020,90,FEN,,
13047,2/13/2020,90,FP,G1134,G0063
13048,2/18/2020,40,FEN,,
13049,2/18/2020,90,FEN,,
13050,2/20/2020,90,FEN,,
13051,2/24/2020,90,FEN,,
13052,2/24/2020,70,FEN,,
13053,2/25/2020,50,FEN,,
13054,2/25/2020,90,FEN,,
13055,2/26/2020,90,FEN,,
13056,2/26/2020,80,FEN,G1121,G0027
13057,2/27/2020,70,FEN,,
13058,3/3/2020,50,FEN,,
13059,3/4/2020,40,FEN,,
13060,3/5/2020,80,FEN,G1121,G0027
13061,3/6/2020,70,FEN,G1051,G1052
